query_seed_base,protected_delta,constant_dct_delta,clean_delta,max_control_delta,protected_minus_max_control,protected_raw_detect,constant_raw_detect,clean_raw_detect
20290000,0.16017650675530604,0.06928389971835713,0.06082216220602277,0.06928389971835713,0.0908926070369489,True,True,True
20300000,0.10006023298956279,0.027874620442162268,0.0023756023547321092,0.027874620442162268,0.07218561254740052,True,False,False
20310000,0.09379072585943504,0.006426909939364123,0.0009251603078155313,0.006426909939364123,0.08736381592007092,True,False,False
20320000,0.06913272105521173,0.0011729175785148982,-0.038936704104344244,0.0011729175785148982,0.06795980347669683,True,False,False
20330000,0.11808186810958432,0.03238971831706294,0.008672331752677565,0.03238971831706294,0.08569214979252138,True,False,False
20340000,0.060174400452524424,-0.0201913819382753,-0.0435315324793919,-0.0201913819382753,0.08036578239079972,True,False,False
20350000,0.10791848657754599,0.02864749706350267,-0.003501931720165885,0.02864749706350267,0.07927098951404332,True,False,False
20360000,0.08769253051286796,2.561063774919603e-05,-0.023858681404817617,2.561063774919603e-05,0.08766691987511877,True,False,False
