reference,model,num_images,fid_inception,kid_inception_mean,kid_inception_std,kid_x1000_mean,kid_x1000_std
teacher_clean,teacher_protected,4096,6.7038116455078125,0.00072882852405598,0.00017573970766446257,0.72882852405598,0.17573970766446256
teacher_clean,student_clean_150k,4096,6.542083740234375,0.0009313931242948437,0.00026823006583143134,0.9313931242948437,0.26823006583143133
teacher_clean,student_protected_300k,4096,7.2829437255859375,0.0014758236211165788,0.0003435403448263839,1.4758236211165787,0.3435403448263839
