query_seed_base,query_count,per_group,delta,p,decision_p005,pearson_r,pearson_p,random_key_fpr
20290000,1024,256,0.0834790182634606,0.003351188135706775,True,0.1020365974908773,0.000538269164473226,0.003
20300000,1024,256,0.032295040757162496,0.14041903519026197,False,0.026705730712789935,0.19663787266494046,0.007
20310000,1024,256,0.007843909108487424,0.4026121030673957,False,0.01817113294845451,0.28068290964686476,0.004
20320000,1024,256,0.007372342894086614,0.4037429528638844,False,-0.008868498784797651,0.6115843981339208,0.004
